"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
305|"Mazda 2 Touring Aut 5 Puertas"|"$ 44.900.000"|"2016"|"42.683 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452190846-mazda-2-touring-aut-5-puertas-_JM"|"Blanco"|"Gasolina"|"42683"|"Mazda"|"Mazda 2"|"No"|"UUK341"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"|"2000"|"Asistida"|"Sí"||"Sí"||"CD"||"Automática"|||||||||||||1|||1|||1||||2017-08-18
306|"Mazda 2 Automatico"|"$ 28.800.000"|"2011"|"75.700 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453446400-mazda-2-automatico-_JM"|"Gris"|"Gasolina"|"75700"|"Mazda"|"Mazda 2"|"No"|"KIO253"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"2000"|"Sí"||"MP3"||"Automática"|"Eléctricos"|||||||||||||1|1|1|||||||2017-08-18
307|"Mazda 2 Touring Automatico"|"$ 53.900.000"|"2018"|"0 Km"|"Meta"|"http://articulo.tucarro.com.co/MCO-449002824-mazda-2-touring-automatico-cuero-_JM"|"Rojo"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"0"|"2018"|"TOURING AUTOMATICO"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"Sí"|"1.5"|"No"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||||1||||||1|1||1|||||1|1|||2017-08-18
308|"Mazda 2 2013"|"$ 33.000.000"|"2013"|"59.000 Km"|"Quindio"|"http://articulo.tucarro.com.co/MCO-452842226-mazda-2-2013-_JM"|"Azul"|"Gasolina"|"59000"|"Mazda"|"Mazda 2"||"MJK-153"|"2013"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|||1||||2017-08-18
309|"Mazda 2 Touring"|"$ 46.900.000"|"2016"|"13.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453601961-mazda-mazda-2-touring-15-automatico-_JM"|"Blanco"|"Gasolina"|"13000"|"Mazda"|"Mazda 2"||"USX450"|"2016"|"TOURING"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1.5"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1|||||||||1|1|1||1|||1||||2017-08-18
310|"Mazda 2 Mazda 2 Mt"|"$ 26.900.000"|"2012"|"73.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452307721-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"73000"|"Mazda"|"Mazda 2"|"Sí"|"MBZ949"|"2012"|"MAZDA 2 MT"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1|1||1|1||1|1|1|||2017-08-18
311|"Mazda 2"|"$ 35.500.000"|"2015"|"28.318 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453035768-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"28318"|"Mazda"|"Mazda 2"|"No"|"HAL862"|"2015"||"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500cc"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-08-18
312|"Mazda 2 Automatíco"|"$ 34.500.000"|"2014"|"32.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453898942-mazda-mazda-2-2014-_JM"|"Rojo"|"Gasolina"|"32000"|"Mazda"|"Mazda 2"|"Sí"|"MUK622"|"2014"|"Automatíco"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1||||||||||||||||1||||2017-08-18
313|"Mazda 2 Grand Touring"|"$ 56.800.000"|"2017"|"0 Km"|"Huila"|"http://articulo.tucarro.com.co/MCO-436025916-mazda-2-grand-touring-_JM"|"Azul"||"0"|"Mazda"|"Mazda 2"||"***"|"2017"|||||||"Asistida"|||"No"||||"Automática"|"Eléctricos"||||||||||||||||||||||2017-08-18
314|"Mazda 2 Mazda2"|"$ 26.500.000"|"2009"|"74.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454038782-mazda-2-mecanico-perfecto-estado-_JM"|"Plateado"|"Gasolina"|"74000"|"Mazda"|"Mazda 2"|"No"|"ELN030"|"2009"|"MAZDA2"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||||1|1|1|1|1|1|1||1||||2017-08-18
315|"Mazda 2 2014"|"$ 35.400.000"|"2014"|"22.700 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453318513-mazda-mazda-2-2014-_JM"|"Gris"||"22700"|"Mazda"|"Mazda 2"||"ABC123"|"2014"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
316|"Skyactiv Touring Automatico 2017"|"$ 45.900.000"|"2017"|"27.600 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-450674181-skyactiv-touring-automatico-2017-_JM"|"Rojo"|"Gasolina"|"27600"|"Mazda"|"Mazda 2"|"Sí"|"XXXX"|"2017"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|||1|||1|2017-08-18
317|"Mazda 2 Touring Automatico Modelo 2018 Skyactiv"|"$ 52.520.000"|"2018"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451132182-mazda-2-touring-automatico-modelo-2018-skyactiv-_JM"|"Rojo"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"000000"|"2018"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1500"|"Sí"|"No"|"R/Rep."|"4x2"|"Automática"|"Eléctricos"||||||||||1|1||1||1|1||1||||2017-08-18
318|"Mazda 2 2018"|"$ 54.950.000"|"2018"|"0 Km"|"Huila"|"http://articulo.tucarro.com.co/MCO-451344074-mazda-2-2018-_JM"|"Rojo"||"0"|"Mazda"|"Mazda 2"||"0"|"2018"|||||||"Asistida"|||"No"||||"Mecánica"|||||||||||||||||||||||2017-08-18
319|"Mazda 2 2011"|"$ 26.500.000"|"2011"|"93.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453979703-mazda-mazda-2-2011-_JM"|"Negro"||"93000"|"Mazda"|"Mazda 2"||"khl799"|"2011"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
320|"Mazda 2 2016"|"$ 46.500.000"|"2016"|"24.100 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453402973-mazda-mazda-2-2016-_JM"|"Gris"||"24100"|"Mazda"|"Mazda 2"||"IGN921"|"2016"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
321|"Mazda 2 Sedan"|"$ 28.500.000"|"2011"|"60.000 Km"|"Norte De Santander"|"http://articulo.tucarro.com.co/MCO-454007690-mazda-mazda-2-sedan-_JM"|"Plateado"|"Gasolina"|"60000"|"Mazda"|"Mazda 2"|"Sí"|"CUD-169"|"2011"|"SEDAN"||"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1|1|1|||||||||2017-08-18
322|"Mazda 2 Tourin Automatico"|"$ 45.800.000"|"2016"|"23.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453505624-mazda-2-touring-automatico-_JM"|"Plateado"|"Gasolina"|"23000"|"Mazda"|"Mazda 2"|"Sí"|"IGN921"|"2016"|"TOURIN AUTOMATICO"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1|1|1||1|||1||1||2017-08-18
323|"Mazda 2 Mazda 2 Sport Mt 1500cc"|"$ 32.500.000"|"2014"|"50.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453919507-mazda-mazda-2-sport-mt-1500cc-_JM"|"Gris"|"Gasolina"|"50000"|"Mazda"|"Mazda 2"|"Sí"|"hgw79"|"2014"|"mazda 2 sport MT 1500cc"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|1||1||||2017-08-18
324|"Mazda 2 2011"|"$ 30.000.000"|"2011"|"58.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452391999-mazda-mazda-2-2011-_JM"|"Gris"|"Gasolina"|"58000"|"Mazda"|"Mazda 2"|"Sí"|"MOX489"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||||"Automática"|"Eléctricos"|1||||||||||1|1|1|1|1|||1||||2017-08-18
325|"Mazda 2 Mazda 2 Aut"|"$ 36.900.000"|"2014"|"39.932 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452497943-mazda-2-automatico-_JM"|"Azul"|"Gasolina"|"39932"|"Mazda"|"Mazda 2"|"Sí"|"HTK903"|"2014"|"MAZDA 2 AUT"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"No"||"MP3"||"Automática"|"Eléctricos"|||||||||||||1|1|1|1||||||2017-08-18
326|"Mazda 2 Mt 1.5cc"|"$ 26.500.000"|"2011"|"90.000 Km"|"Meta"|"http://articulo.tucarro.com.co/MCO-453275477-mazda-mazda-2-mt-15cc-_JM"|"Azul"|"Gasolina"|"90000"|"Mazda"|"Mazda 2"||"XXX000"|"2011"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1.500 cc"|"Sí"|"No"|||"Mecánica"||||||||||||1|1|1||1|||1||||2017-08-18
327|"Mazda 2 Mazda 2 Hb At"|"$ 29.500.000"|"2012"|"62.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453847838-mazda-mazda-2-2012-_JM"|"Blanco"|"Gasolina"|"62000"|"Mazda"|"Mazda 2"||"MCN 614"|"2012"|"MAZDA 2 HB AT"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||||"Automática"|"Eléctricos"|1|1|||1|||||1|1|1|1||1|1||1|||1|2017-08-18
328|"Mazda 2"|"$ 25.900.000"|"2010"|"65.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453318724-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"65000"|"Mazda"|"Mazda 2"|"Sí"|"DCU710"|"2010"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"|1|||||||||1||1||1||||1||||2017-08-18
329|"Mazda 2 At"|"$ 31.700.000"|"2012"|"45.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453829459-mazda-mazda-2-2012-_JM"|"Gris"|"Gasolina"|"45000"|"Mazda"|"Mazda 2"|"No"|"MCV747"|"2012"|"AT"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"|1|||||||||1|1|1|1||1|||||||2017-08-18
330|"Mazda 2"|"$ 23.000.000"|"2008"|"110.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454038194-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"110000"|"Mazda"|"Mazda 2"|"No"|"CZA471"|"2008"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|||||||||1|||1|1||||1||||2017-08-18
331|"Mazda 2 Grand Touring Hatch Back"|"$ 54.000.000"|"2017"|"5.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453670435-mazda-mazda-2-grand-touring-hatch-back-_JM"|"Gris"|"Gasolina"|"5000"|"Mazda"|"Mazda 2"|"Sí"|"JDU-588"|"2017"|"GRAND TOURING HATCH BACK"|"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||||||||||||||2017-08-18
332|"Mazda 2 Automatico"|"$ 37.500.000"|"2015"|"43.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-453179709-mazda-2-automatico-_JM"|"Blanco"||"43000"|"Mazda"|"Mazda 2"||"UGN611"|"2015"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
333|"Mazda 2 Hb"|"$ 34.900.000"|"2014"|"80.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-444407847-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"80000"|"Mazda"|"Mazda 2"||"HSP-983"|"2014"||"No"|"Sí"|"Sí"|"Tela"|"16"|"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1||||1|||||||||||||||||2017-08-18
334|"Mazda 2"|"$ 38.700.000"|"2015"|"22.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453119705-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"22500"|"Mazda"|"Mazda 2"|"Sí"|"UBL-471"|"2015"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1|||||1||||1|1|1||1|1||||||2017-08-18
335|"Mazda 2 Mazda 2"|"$ 26.000.000"|"2011"|"105.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452636304-mazda-mazda-2-2011-_JM"|"Gris"|"Gasolina"|"105000"|"Mazda"|"Mazda 2"|"No"|"RDP377"|"2011"|"MAZDA 2"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"||"CD"||"Mecánica"|"Eléctricos"|1|||1|||||||1|1|1|1||||1||||2017-08-18
336|"Mazda 2"|"$ 38.000.000"|"2015"|"32.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-452166413-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"32000"|"Mazda"|"Mazda 2"||"UCR-153"|"2015"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"||||||||||1||1|1|1|1|||1||||2017-08-18
337|"Mazda 2 Hb"|"$ 29.500.000"|"2011"|"35.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452022282-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"35600"|"Mazda"|"Mazda 2"|"Sí"|"RHS-902"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"||"1498"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|||||||||1|||1|1|1|1||1|||1|2017-08-18
338|"Mazda 2"|"$ 27.000.000"|"2009"|"93.926 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451179496-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"93926"|"Mazda"|"Mazda 2"|"No"|"MOO462"|"2009"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|||||||||||1|1|1|1|||1||||2017-08-18
339|"Mazda 2 Hb"|"$ 25.900.000"|"2009"|"82.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453023943-mazda-mazda-2-hb-_JM"|"Negro"|"Gasolina"|"82000"|"Mazda"|"Mazda 2"|"No"|"DBI-740"|"2009"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||1||1||||||||||||||1||||2017-08-18
340|"Mazda 2 Sedan"|"$ 35.000.000"|"2012"|"45.550 Km"|"Magdalena"|"http://articulo.tucarro.com.co/MCO-451016389-mazda-mazda-2-sedan-_JM"|"Blanco"|"Gasolina"|"45550"|"Mazda"|"Mazda 2"|"Sí"|"KKM642"|"2012"|"SEDAN"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-08-18
341|"Mazda 2 Hb"|"$ 31.500.000"|"2013"|"32.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453513861-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"32000"|"Mazda"|"Mazda 2"|"Sí"|"MVU-675"|"2013"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||||1|1||1|1||1|||1|2017-08-18
342|"Mazda 2 Hb"|"$ 29.700.000"|"2011"|"57.700 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453408856-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"57700"|"Mazda"|"Mazda 2"||"DFR-303"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Semi-cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||1|1|1|||1|1|1|1|1|1|1|1|1||1|||1|2017-08-18
343|"Mazda 2"|"$ 57.450.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-447879860-mazda-2-_JM"|"Azul"|"Gasolina"|"0"|"Mazda"|"Mazda 2"||"000"|"2017"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"Sí"||"Sí"||||"Automática"|"Eléctricos"||||||||||||||||||||||2017-08-18
344|"Mazda 2 2010"|"$ 29.000.000"|"2010"|"67.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453436239-mazda-mazda-2-2010-_JM"|"Vinotinto"|"Gasolina"|"67000"|"Mazda"|"Mazda 2"||"kbq715"|"2010"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"|||"Sí"||||"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-08-18
345|"Mazda 2 Hb Automatico 1.5"|"$ 24.300.000"|"2008"|"93.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451299042-mazda-2-hb-automatico-15-_JM"|"Azul"|"Gasolina"|"93500"|"Mazda"|"Mazda 2"||"CYN-667"|"2008"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"No"||"MP3"||"Automática"|"Eléctricos"|1||||||||||1|1|1|1|1|1||1||||2017-08-18
346|"Mazda 2 Sky Activ Touring Mt 1500"|"$ 44.800.000"|"2016"|"33.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-451842347-mazda-2-sky-activ-touring-mt-1500-_JM"|"Rojo"|"Gasolina"|"33000"|"Mazda"|"Mazda 2"||"IIV-767"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|||1||||2017-08-18
347|"Mazda 2 Touring"|"$ 47.500.000"|"2017"|"20.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453918967-mazda-mazda-2-touring-_JM"|"Blanco"|"Gasolina"|"20000"|"Mazda"|"Mazda 2"|"Sí"|"JBK722"|"2017"|"TOURING"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500cc"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||||||2017-08-18
348|"Mazda 2 Hb Mt 1500"|"$ 30.500.000"|"2013"|"37.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-453851367-mazda-2-hb-mt-1500-2013-_JM"|"Gris"||"37000"|"Mazda"|"Mazda 2"||"NER-457"|"2013"|"HB MT 1500"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|1||1||||2017-08-18
349|"Mazda 2 Hb"|"$ 34.000.000"|"2013"|"67.200 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-452940281-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"67200"|"Mazda"|"Mazda 2"|"Sí"|"HYD-307"|"2013"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|1||||||||||1|1|||||1||||2017-08-18
350|"Mazda 2"|"$ 23.000.000"|"2008"|"115.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452969596-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"115000"|"Mazda"|"Mazda 2"||"CQI-160"|"2008"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1||||||||||1||||1|||1||||2017-08-18
351|"Mazda 2 Mazda 2 Mecánico"|"$ 29.000.000"|"2012"|"90.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-453462376-mazda-2-_JM"|"Gris"|"Gasolina"|"90000"|"Mazda"|"Mazda 2"|"No"|"DHR149"|"2012"|"MAZDA 2 MECÁNICO"|"Sí"||"Sí"|"Tela"||"Hidráulica"|"Sí"|"1.5"|"Sí"||"MP3"||"Mecánica"||1||||1||||||1||1|||||1||||2017-08-18
352|"Mazda 2 Aut 2014 Hks102"|"$ 36.900.000"|"2014"|"19.017 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452577585-mazda-2-aut-2014-hks102-_JM"|"Plateado"|"Gasolina"|"19017"|"Mazda"|"Mazda 2"||"HKS102"|"2014"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"No"||||"Automática"|||||||||||||||||||||||2017-08-18
353|"Mazda 2 Gran Touring"|"$ 56.520.000"|"2017"|"0 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-430533822-mazda-2-aut-grand-touring-cojineria-beige-o-negro-2017-_JM"|"Azul"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"N/A"|"2017"|"GRAN TOURING"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"Sí"|"1500CC"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|||1||1|1||1|1||1|2017-08-18
354|"Mazda 2 Hb Aut"|"$ 32.700.000"|"2012"|"32.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453024018-mazda-mazda-2-hb-aut-_JM"|"Blanco"|"Gasolina"|"32000"|"Mazda"|"Mazda 2"||"DJL-980"|"2012"|"HB AUT"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|||1|||1|||1|2017-08-18
355|"Mazda 2 Touring 1.5 Colo Blanco Perlado, Mod..."|"$ 45.000.000"|"2016"|"27.300 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-451456087-mazda-2-touring-15-colo-blanco-perlado-modelo-2016-_JM"|"Blanco"||"27300"|"Mazda"|"Mazda 2"||"igk538"|"2016"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
356|"Mazda 2 Hatch Back"|"$ 26.900.000"|"2010"|"56.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-450547501-mazda-2-hatch-back-2010-mecanico-_JM"|"Negro"|"Gasolina"|"56000"|"Mazda"|"Mazda 2"|"Sí"|"KBX350"|"2010"|"Hatch Back"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1|1|1|||1||||2017-08-18
357|"Mazda 2 Hatchback 1500cc 2014"|"$ 33.500.000"|"2014"|"31.935 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453601477-mazda-mazda-2-hatchback-1500cc-2014-_JM"|"Gris"|"Gasolina"|"31935"|"Mazda"|"Mazda 2"||"HIX820"|"2014"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"No"||||"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-08-18
358|"Mazda 2 Grand Touring At 1500cc"|"$ 52.000.000"|"2016"|"20.170 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453943582-mazda-mazda-2-grand-touring-at-1500cc-_JM"|"Azul"|"Gasolina"|"20170"|"Mazda"|"Mazda 2"|"Sí"|"IJT-741"|"2016"|"Grand Touring AT 1500CC"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-08-18
359|"Mazda 2 Skyactiv Grand Touring Full"|"$ 49.500.000"|"2016"|"14.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452493020-mazda-mazda-2-skyactiv-_JM"|"Azul"|"Gasolina"|"14700"|"Mazda"|"Mazda 2"|"Sí"|"IXM480"|"2016"|"SKYACTIV GRAND TOURING FULL"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1||||1|1||1|||1|2017-08-18
360|"Mazda 2"|"$ 28.000.000"|"2011"|"104.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451242141-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"104500"|"Mazda"|"Mazda 2"|"No"|"KHG214"|"2011"|||"Sí"|"Sí"|"Tela"||"Asistida"|"No"||"Sí"||"CD"|"4x2"|"Automática"|"Eléctricos"||||||||||1||||||||1||||2017-08-18
