"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
361|"Mazda 2 Hb At 1500cc"|"$ 31.000.000"|"2013"|"50.500 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-450619943-mazda-mazda-2-hb-at-1500cc-_JM"|"Rojo"|"Gasolina"|"50500"|"Mazda"|"Mazda 2"|"No"|"MJY-891"|"2013"|"HB AT 1500cc"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1||||||||||1|1||||||1||||2017-08-18
362|"Mazda 2"|"$ 32.500.000"|"2012"|"60.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-450783348-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"60000"|"Mazda"|"Mazda 2"||"DIU-370"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1|||||||||1||1||1|1||1||||2017-08-18
363|"Mazda 2 Sport"|"$ 29.500.000"|"2012"|"75.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450605634-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"75000"|"Mazda"|"Mazda 2"|"No"|"***-***"|"2012"|"sport"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||||1|1|1|1|1|1|1||1|||1|2017-08-18
364|"Mazda 2 Sedan"|"$ 35.000.000"|"2012"|"45.550 Km"|"Magdalena"|"http://articulo.tucarro.com.co/MCO-450185736-mazda-mazda-2-sedan-_JM"|"Blanco"|"Gasolina"|"45550"|"Mazda"|"Mazda 2"|"Sí"|"KKM642"|"2012"|"SEDAN"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-08-18
365|"Mazda 2 Touring Blanco"|"$ 45.700.000"|"2017"|"17.626 Km"|"Quindio"|"http://articulo.tucarro.com.co/MCO-451585469-mazda-2-touring-blanco-_JM"|"Blanco"||"17626"|"Mazda"|"Mazda 2"||"KMN069"|"2017"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
366|"Mazda 2 2010 1.5 82 Mil Km Excelente Estado"|"$ 24.000.000"|"2010"|"82.000 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-450956417-mazda-2-2010-15-82-mil-km-excelente-estado-_JM"|"Gris"||"82000"|"Mazda"|"Mazda 2"||"***948"|"2010"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
367|"Mazda 2 2011"|"$ 28.500.000"|"2011"|"86.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452853365-mazda-mazda-2-2011-_JM"|"Gris"|"Gasolina"|"86000"|"Mazda"|"Mazda 2"||"KFQ593"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||||"Mecánica"||1|||||||||1|1|1|1|1|1|||1||||2017-08-18
368|"Mazda 2 Mazda 2 Touring Cc 1500 At"|"$ 50.000.000"|"2017"|"17.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453414834-mazda-2-touring-cc-1500-at-_JM"|"Plateado"|"Gasolina"|"17000"|"Mazda"|"Mazda 2"||"IYU-023"|"2017"|"MAZDA 2 TOURING Cc 1500 AT"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|||||||||||1|1|1|||||||||2017-08-18
369|"Mazda 2 Hatchback"|"$ 30.000.000"|"2012"|"81.122 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-452127417-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"81122"|"Mazda"|"Mazda 2"|"Sí"|"KIL920"|"2012"|"HATCHBACK"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||||||1|1||1||||2017-08-18
370|"Mazda 2 Sport"|"$ 51.999.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435088792-mazda-2-touring-at-_JM"|"Blanco"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"000000"|"2017"|"SPORT"|"Sí"|"Sí"|"Sí"|"Semi-cuero"|"4"|"Asistida"|"Sí"|"1500"|"Sí"|"No"|"R/Rep."|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1||1||1|1||1||||2017-08-18
371|"Mazda 2 Grand Touring"|"$ 57.450.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-447879857-mazda-2-grand-touring-at-15-l-_JM"|"Rojo"|"Gasolina"|"0"|"Mazda"|"Mazda 2"||"UUU000"|"2017"|"GRAND TOURING"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"SKYACTIV-G"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1|1|1|1|1|1|1||1|1|1|1|2017-08-18
372|"Mazda 2 Touring Aut Skyactiv 2018"|"$ 52.400.000"|"2018"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451967319-mazda-2-touring-aut-skyactiv-2018-_JM"|"Plateado"|"Gasolina"|"000"|"Mazda"|"Mazda 2"||"000"|"2018"||"Sí"|"Sí"|"Sí"||"4"|"Asistida"|"Sí"|"1.500 CC"|"Sí"||"R/Rep."|"4x2"|"Automática"|"Eléctricos"|1|1||1|1|1|||1|1|1||1||1||1|1|1|1|1|2017-08-18
373|"Mazda 2 Mec"|"$ 37.900.000"|"2015"|"38.234 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452497860-mazda-2-_JM"|"Negro"|"Gasolina"|"38234"|"Mazda"|"Mazda 2"|"Sí"|"UCR147"|"2015"|"MEC"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"No"|"No"|"MP3"||"Mecánica"|"Eléctricos"||||||||||||1|1||1|1||||||2017-08-18
374|"Mazda 2 2012 Automatico"|"$ 31.500.000"|"2012"|"50.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453403021-mazda-mazda-2-2012-automatico-_JM"|"Blanco"|"Gasolina"|"50000"|"Mazda"|"Mazda 2"||"dmk401"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1.5"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1|1|1|1|1|1|1||1|||1|2017-08-18
375|"Mazda 2 Mazda 2 1.5 At"|"$ 30.800.000"|"2012"|"72.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-449665242-mazda-2-sedan-15-at-_JM"|"Gris"|"Gasolina"|"72000"|"Mazda"|"Mazda 2"|"Sí"|"MTM 849"|"2012"|"Mazda 2 1.5 AT"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1|1|1|||1||||2017-08-18
376|"Mazda 2 Grand Touring"|"$ 58.900.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-447879844-mazda-2-grand-touring-at-_JM"|"Plateado"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"-"|"2017"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1.5 L."|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1||1|1|1|||1|1|1|1|2017-08-18
377|"Mazda 2 Touring"|"$ 51.000.000"|"2017"|"15.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453035931-mazda-mazda-2-touring-_JM"|"Gris"|"Gasolina"|"15000"|"Mazda"|"Mazda 2"|"Sí"|"ISU-525"|"2017"|"Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1|1|1|||1||||2017-08-18
378|"Mazda 2"|"$ 30.500.000"|"2012"|"43.300 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452004415-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"43300"|"Mazda"|"Mazda 2"|"No"|"DJN163"|"2012"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1|1||||1||||2017-08-18
379|"Mazda 2 Hb"|"$ 35.500.000"|"2014"|"56.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-445507442-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"56000"|"Mazda"|"Mazda 2"||"HKM441"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"||||1|||||||1|1|1||1|||1|||1|2017-08-18
380|"Mazda 2 Mazda 2"|"$ 32.000.000"|"2012"|"65.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453226704-mazda-mazda-2-mazda-2-_JM"|"Plateado"|"Gasolina"|"65500"|"Mazda"|"Mazda 2"|"Sí"|"DJN083"|"2012"|"MAZDA 2"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1||||2017-08-18
381|"Mazda 2"|"$ 44.000.000"|"2016"|"23.850 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452491254-mazda-mazda-2-_JM"|"Marrón"|"Gasolina"|"23850"|"Mazda"|"Mazda 2"|"Sí"|"UUM-551"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"||1|||||||||||||1|||1||||2017-08-18
382|"Mazda 2 Touring"|"$ 47.500.000"|"2016"|"10.500 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-451580238-mazda-mazda-2-touring-_JM"|"Azul"|"Gasolina"|"10500"|"Mazda"|"Mazda 2"|"Sí"|"IGZ-009"|"2016"|"Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|||||||1||||2017-08-18
383|"Mazda 2 Hb"|"$ 28.500.000"|"2010"|"76.640 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450371979-mazda-mazda-2-hb-_JM"|"Plateado"|"Gasolina"|"76640"|"Mazda"|"Mazda 2"|"No"|"DDL-746"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1600"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|||||||||1||1|||1|||1||1||2017-08-18
384|"Mazda 2 Grand Touring Sky Active"|"$ 49.000.000"|"2016"|"35.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-450726431-mazda-mazda-2-grand-touring-sky-active-_JM"|"Rojo"|"Gasolina"|"35000"|"Mazda"|"Mazda 2"|"Sí"|"IHQ-793"|"2016"|"Grand Touring Sky Active"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||1|||1|1|1||1|||1||||2017-08-18
385|"Mazda 2 2018"|"$ 51.000.000"|"2018"|"37 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453655353-mazda-2-2018-_JM"|"Azul"|"Gasolina"|"37"|"Mazda"|"Mazda 2"|"Sí"|"EFU753"|"2018"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1496"|"Sí"|"No"|"MP3"|"4x2"|"Automática"||1||||1|||1||1|1|1|1||1|||1||||2017-08-18
386|"Mazda 2 Touring"|"$ 47.950.000"|"2017"|"0 Km"|"Huila"|"http://articulo.tucarro.com.co/MCO-436025273-mazda-2-touring-_JM"|"Gris"||"0"|"Mazda"|"Mazda 2"||"***"|"2017"|||||||"Asistida"|||"No"||||"Mecánica"|||||||||||||||||||||||2017-08-18
387|"Mazda 2"|"$ 50.500.000"|"2017"|"7.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452794883-mazda-mazda-2-_JM"|"Plateado"||"7000"|"Mazda"|"Mazda 2"||"IXV013"|"2017"|||||||"Asistida"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
388|"Mazda 2 Hatch Back"|"$ 19.000.000"|"2008"|"122.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453040586-mazda-mazda-2-hatch-back-_JM"|"Rojo"|"Gasolina"|"122000"|"Mazda"|"Mazda 2"|"No"|"AUU850"|"2008"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"|1|||||||||||1|1||1|||1||||2017-08-18
389|"Mazda 2 Mazda 2 Hb Aut Fe"|"$ 27.900.000"|"2012"|"83.750 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452481411-mazda-2-hb-aut-15-full-equipo-2012-_JM"|"Negro"|"Gasolina"|"83750"|"Mazda"|"Mazda 2"||"XXX979"|"2012"|"MAZDA 2 HB AUT FE"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"No"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|||||||||||1||1||1|||1||||2017-08-18
390|"Mazda 2 Hatch Back"|"$ 29.500.000"|"2011"|"71.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452426381-mazda-2-hatch-back-2011-automatico-_JM"|"Gris"|"Gasolina"|"71000"|"Mazda"|"Mazda 2"|"No"|"KHL225"|"2011"|"Hatch Back"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||1||||||1|1|1|1|1|||1||||2017-08-18
391|"Mazda 2 Modelo 2014 1.5 Full Equipo / 32.000..."|"$ 34.500.000"|"2014"|"32.000 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-453846181-mazda-2-modelo-2014-15-full-equipo-32000-kms-_JM"|"Gris"|"Gasolina"|"32000"|"Mazda"|"Mazda 2"||"HHS409"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|||"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1||1|1||1||||2017-08-18
392|"Mazda 2 Grand Touring"|"$ 55.070.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-447879902-mazda-2-grand-touring-at-15-l-_JM"|"Negro"|"Gasolina"|"0"|"Mazda"|"Mazda 2"||"UUU000"|"2017"|"GRAND TOURING"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"SKYACTIV-G"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1|1||1|1|1|1||1|1|1|1|2017-08-18
393|"Mazda 2"|"$ 31.000.000"|"2014"|"44.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452761983-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"44000"|"Mazda"|"Mazda 2"|"No"|"***-**1"|"2014"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|||||||1||||2017-08-18
394|"Mazda 2"|"$ 28.800.000"|"2011"|"82.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-451953266-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"82000"|"Mazda"|"Mazda 2"||"RDO-412"|"2011"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"R/Rep."||"Automática"|"Eléctricos"|1|||||||||1|1||||1|||1||||2017-08-18
395|"Mazda 2 Hatch Back"|"$ 32.900.000"|"2014"|"54.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451580707-mazda-mazda-2-hatch-back-_JM"|"Gris"|"Gasolina"|"54000"|"Mazda"|"Mazda 2"|"No"|"HKP737"|"2014"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500 CC"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1||1|1||||1||||2017-08-18
396|"Mazda 2 Grand Touring Automático Skyactiv"|"$ 55.070.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-447879890-mazda-2-grand-touring-automatico-skyactiv-_JM"|"Gris"|"Gasolina"|"0"|"Mazda"|"Mazda 2"||"-"|"2017"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"Sí"||"Sí"|"No"|||"Automática"|"Eléctricos"|||||||||||||||1|||1||||2017-08-18
397|"Mazda 2 Mazda 2 Sedan Cc 1500 At"|"$ 28.700.000"|"2011"|"84.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451149958-mazda-2-sedan-cc-1500-at-_JM"|"Gris"|"Gasolina"|"84000"|"Mazda"|"Mazda 2"||"DEW-153"|"2011"|"MAZDA 2 SEDAN Cc 1500 AT"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|||||||||||1|1|1|||||||||2017-08-18
398|"Mazda 2 Grand Touring 2017 Automatico"|"$ 53.900.000"|"2017"|"11.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453529009-mazda-2-grand-touring-2017-automatico-_JM"|"Gris"|"Gasolina"|"11000"|"Mazda"|"Mazda 2"|"Sí"|"JIX147"|"2017"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"Sí"|"1500"|"Sí"|||"4x2"|"Automática"|"Eléctricos"||||||||||1|1|1|1||1|||1||||2017-08-18
399|"Mazda 2"|"$ 23.300.000"|"2009"|"76.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451242127-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"76000"|"Mazda"|"Mazda 2"|"No"|"DBR-052"|"2009"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||||1|1|1||||||||2017-08-18
400|"Mazda 2 Mazda 2"|"$ 35.400.000"|"2014"|"50.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-450344743-mazda-2-automatico-2014-unico-dueno-_JM"|"Gris"|"Gasolina"|"50000"|"Mazda"|"Mazda 2"|"Sí"|"heo907"|"2014"|"MAZDA 2"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"Sí"|"1500"|"No"|"No"|"MP3"||"Automática"|"Eléctricos"|||||||||||1||1||1|||||||2017-08-18
401|"Mazda 2 Automatico 2014, Unico Dueño"|"$ 35.400.000"|"2014"|"47.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-451247384-mazda-2-automatico-2014-unico-dueno-_JM"|"Blanco"|"Gasolina"|"47000"|"Mazda"|"Mazda 2"|"Sí"|"HPT296"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|||||||||||1|1|1||1|||1||||2017-08-18
402|"Mazda 2 Sport"|"$ 24.000.000"|"2009"|"90.556 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450469917-mazda-mazda-2-_JM"|"Rojo"|"Gasolina"|"90556"|"Mazda"|"Mazda 2"|"No"|"CZV-691"|"2009"|"sport"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1|1|1|1||1|||1|2017-08-18
403|"Mazda 2"|"$ 26.500.000"|"2009"|"56.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452497007-mazda-mazda-2-_JM"|"Verde"|"Gasolina"|"56000"|"Mazda"|"Mazda 2"|"Sí"|"DCL-603"|"2009"|||"Sí"||"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-08-18
404|"Mazda 2 Sport"|"$ 47.970.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435075379-mazda-2-mecanico-sport-touring-_JM"|"Rojo"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"000000"|"2017"|"SPORT"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1500"|"No"|"No"|"R/Rep."|"4x2"|"Mecánica"|"Eléctricos"||||||||||1|1||1||1|1||1||||2017-08-18
405|"Mazda 2 Sedan"|"$ 29.000.000"|"2011"|"68.500 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451705261-mazda-mazda-2-sedan-_JM"|"Gris"|"Gasolina"|"68500"|"Mazda"|"Mazda 2"|"No"|"DHY-939"|"2011"|"Sedan"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|||1|||1|2017-08-18
406|"Mazda 2"|"$ 28.000.000"|"2012"|"82.900 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451103170-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"82900"|"Mazda"|"Mazda 2"|"No"|"QGA979"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"||"Automática"|"Eléctricos"||||||||||||||||||||||2017-08-18
407|"Mazda 2 Grand Touring Aut. Modelo 2018 Skyactiv"|"$ 57.570.000"|"2018"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451132985-mazda-2-grand-touring-aut-modelo-2018-skyactiv-_JM"|"Marrón"||"0"|"Mazda"|"Mazda 2"||"000000"|"2018"|||||||"Asistida"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
408|"Mazda 2 2013"|"$ 33.500.000"|"2013"|"23.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452116194-mazda-mazda-2-2013-_JM"|"Gris"||"23500"|"Mazda"|"Mazda 2"||"MPT954"|"2013"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
409|"Mazda 2"|"$ 23.300.000"|"2008"|"66.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451861375-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"66500"|"Mazda"|"Mazda 2"|"No"|"CWG-475"|"2008"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1||1|||1|1|||2017-08-18
410|"Mazda 2 Mazda 2 Grand Touring Mt"|"$ 52.150.000"|"2017"|"0 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-430533820-mazda-2-grand-touring-mecpano-_JM"|"Blanco"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"N/A"|"2017"|"MAZDA 2 GRAND TOURING MT"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"Sí"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||||1|1||1||1|1||1||||2017-08-18
411|"Mazda 2 Hb"|"$ 19.300.000"|"2008"|"104.200 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453173813-mazda-mazda-2-hb-_JM"|"Verde"|"Gasolina"|"104200"|"Mazda"|"Mazda 2"|"No"|"CYP-773"|"2008"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"||||||||||1||||1|1|||||||2017-08-18
412|"Mazda 2 Hb 1.5 Mt"|"$ 29.000.000"|"2012"|"70.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453563317-mazda-mazda-2-hb-15-mt-_JM"|"Plateado"|"Gasolina"|"70000"|"Mazda"|"Mazda 2"|"No"|"RKS-748"|"2012"|"HB 1.5 MT"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"||1||||||||||||||||||||2017-08-18
413|"Mazda 2 Sport"|"$ 31.500.000"|"2012"|"37.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452388005-mazda-mazda-2-sport-_JM"|"Plateado"|"Gasolina"|"37000"|"Mazda"|"Mazda 2"|"No"|"MCL-778"|"2012"|"Sport"|"Sí"|"Sí"|"Sí"|"Semi-cuero"||"Hidráulica"|"No"|"1498"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1|||1||||||||1|||||1||||2017-08-18
414|"Mazda 2"|"$ 27.500.000"|"2010"|"90.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451082690-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"90000"|"Mazda"|"Mazda 2"|"Sí"|"RZV-056"|"2010"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||1||||||1|1|1|1|1|1|||1||||2017-08-18
