"Id","Titulo","Precio","Modelo_anyo","Kilometros","Ubicacion","URL","Color","Combustible","Recorrido","Marca","Modelo","Unico","Placa","Anyo","Version","FrenosABS","Aire","Airbag","Asientos","Cilindros","Direccion","Financiamiento","Motor","Negociable","MotorReparado","Sonido","Traccion","Transmision","Vidrios"
547,"Mazda 2 /2010","$ 27.900.000","2010","50.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452265573-mazda-2-2010-_JM","Gris","Gasolina","50000","Mazda","Mazda 2",,"939","2010",,,"Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No",,,"Mecánica","Eléctricos"
548,"Mazda 2 2012","$ 32.000.000","2012","56.550 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453676918-mazda-mazda-2-2012-_JM","Gris",,"56550","Mazda","Mazda 2",,"DHW 044","2012",,,,,,,"Asistida",,,"Sí",,,,"Automática",
549,"Mazda 2 2013","$ 33.500.000","2013","53.000 Km","Caldas","http://articulo.tucarro.com.co/MCO-453127948-mazda-mazda-2-2013-_JM","Plateado",,"53000","Mazda","Mazda 2",,"1","2013",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
550,"Mazda 2 2012","$ 29.000.000","2012","51.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453396487-mazda-mazda-2-2012-_JM","Negro",,"51000","Mazda","Mazda 2",,"ROK153","2012",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
551,"Mazda 2 2009","$ 23.800.000","2009","96.000 Km","Caldas","http://articulo.tucarro.com.co/MCO-453431351-mazda-mazda-2-2009-_JM","Rojo",,"96000","Mazda","Mazda 2",,"CUS551","2009",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
552,"Mazda 2 2010","$ 28.500.000","2010","68.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453284820-mazda-mazda-2-2010-_JM","Blanco",,"68000","Mazda","Mazda 2",,"KBS426","2010",,,,,,,"Asistida",,,"Sí",,,,"Automática",
553,"Mazda 2 Full Equipo","$ 34.000.000","2013","38.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452791786-mazda-2-automatico-_JM","Gris","Gasolina","38000","Mazda","Mazda 2",,"XXXXX3","2013","Full Equipo","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,,,"Automática","Eléctricos"
554,"Mazda 2 2015","$ 37.500.000","2015","53.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453522552-mazda-mazda-2-2015-_JM","Blanco",,"53000","Mazda","Mazda 2",,"ias848","2015",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
555,"Mazda 2 Hatchback","$ 26.000.000","2009","74.400 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453539378-mazda-2-excelente-condicion-poco-kilometraje-se-enamorara-_JM","Azul","Gasolina","74400","Mazda","Mazda 2","No","Mxx##4","2009","Hatchback","Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3",,"Mecánica","Eléctricos"
556,"Mazda 2 2011","$ 29.500.000","2011","40.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453085372-mazda-mazda-2-2011-_JM","Vinotinto",,"40000","Mazda","Mazda 2",,"rhp897","2011",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
557,"Mazda 2 Sedán Automático 2011","$ 27.500.000","2011","95.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453220945-mazda-2-sedan-automatico-2011-_JM","Gris",,"95000","Mazda","Mazda 2",,"KHQ320","2011",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
558,"Mazda 2","$ 31.500","2012","90.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453124729-mazda-mazda-2-_JM","Gris",,"90000","Mazda","Mazda 2",,"kkk336","2012",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí","No",,,"Mecánica","Eléctricos"
559,"Mazda 2","$ 35.000.000","2014","20.737 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453233723-mazda-mazda-2-_JM","Gris",,"20737","Mazda","Mazda 2",,"HCS 251","2014",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
560,"Mazda 2","$ 24.000.000","2008","157.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453231676-mazda-mazda-2-_JM","Blanco",,"157000","Mazda","Mazda 2",,"Pfk 438","2008",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
561,"Mazda 2","$ 27.900.000","2011","88.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453276099-mazda-mazda-2-_JM","Azul","Gasolina","88000","Mazda","Mazda 2",,"KHK299","2011",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No",,,"Automática","Eléctricos"
562,"Mazda 2 2011","$ 26.500.000","2011","76.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453100045-mazda-mazda-2-2011-_JM","Rojo","Gasolina","76000","Mazda","Mazda 2",,"RJW945","2011",,,"Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,,,"Automática",
563,"Mazda 2 2017","$ 48.000.000","2017","17.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453009909-mazda-mazda-2-2017-_JM","Blanco",,"17000","Mazda","Mazda 2",,"jiz015","2017",,,,,,,"Hidráulica",,,"No",,,,"Mecánica",
564,"Mazda 2 2012","$ 33.000.000","2012","63.835 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-452572020-mazda-mazda-2-2012-_JM","Otro",,"63835","Mazda","Mazda 2",,"DHR 516","2012",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
565,"Mazda 2 Automatico Sedan","$ 28.000.000","2011","88.000 Km","Atlántico","http://articulo.tucarro.com.co/MCO-452499191-mazda-2-automatico-sedan-_JM","Gris","Gasolina","88000","Mazda","Mazda 2","No","QEL 140","2011",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1.6.","Sí","No","MP3","4x2","Automática","Eléctricos"
566,"Mazda 2","$ 26.500.000","2012","56.000 Km","Santander","http://articulo.tucarro.com.co/MCO-453050901-mazda-mazda-2-_JM","Gris","Gasolina","56000","Mazda","Mazda 2","No","KKV-332","2012",,"Sí","Sí","Sí","Tela",,"Hidráulica","No",,"Sí","No","MP3","4x2","Automática","Eléctricos"
567,"Mazda 2 15hm8","$ 23.500.000","2008","123.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453542992-mazda-2-motor-15-litros-full-_JM","Azul","Gasolina","123000","Mazda","Mazda 2","No","CQJ163","2008","15HM8","Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","CD","4x2","Mecánica","Eléctricos"
568,"Mazda 2 2016","$ 44.500.000","2016","32.000 Km","Tolima","http://articulo.tucarro.com.co/MCO-452408881-mazda-mazda-2-2016-_JM","Blanco",,"32000","Mazda","Mazda 2",,"iby501","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
569,"Mazda 2 2011","$ 26.500.000","2011","95.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453657310-mazda-mazda-2-2011-_JM","Plateado",,"95000","Mazda","Mazda 2",,"KCS 438","2011",,,,,,,"Asistida",,,"Sí",,,,"Automática",
570,"Mazda 2","$ 23.000.000","2009","96.000 Km","Cauca","http://articulo.tucarro.com.co/MCO-453546805-mazda-2-_JM","Negro",,"96000","Mazda","Mazda 2",,"DCS337","2009",,,,,,,"Hidráulica",,,"No",,,,"Mecánica",
571,"Mazda 2 2010","$ 27.800.000","2010","56.500 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453689909-mazda-2-2010-_JM","Plateado",,"56500","Mazda","Mazda 2",,"FQA 593","2010",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
572,"Mazda 2 2016","$ 42.500.000","2016","18.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453540969-mazda-mazda-2-2016-_JM","Blanco",,"18500","Mazda","Mazda 2",,"2","2016",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
573,"Mazda 2 Hb","$ 25.500.000","2008","66.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452764977-mazda-2-hb-_JM","Gris","Gasolina","66000","Mazda","Mazda 2",,"MNY034","2008",,"Sí","Sí","Sí","Tela",,"Mecánica","No","1500","Sí","No",,,"Mecánica","Eléctricos"
574,"Mazda 2 Hatchback","$ 28.400.000","2011","37.280 Km","Cundinamarca","http://articulo.tucarro.com.co/MCO-452978213-mazda-mazda-2-_JM","Negro","Gasolina","37280","Mazda","Mazda 2","No","6","2011","Hatchback","Sí","Sí","Sí","Cuero","4","Asistida","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
575,"Mazda 2 2015","$ 37.500.000","2015","35.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453364463-mazda-mazda-2-2015-_JM","Blanco",,"35000","Mazda","Mazda 2",,"HRL681","2015",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
576,"Mazda 2","$ 27.500.000","2009","97.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453320546-mazda-mazda-2-_JM","Gris",,"97000","Mazda","Mazda 2",,"FHE 559","2009",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
577,"Mazda 2 2013","$ 32.000.000","2013","41.000 Km","Caldas","http://articulo.tucarro.com.co/MCO-453262083-mazda-mazda-2-2013-_JM","Gris",,"41000","Mazda","Mazda 2",,"DKU051","2013",,,,,,,"Mecánica",,,"Sí",,,,"Mecánica",
578,"Mazda 2 2016","$ 47.500.000","2016","27.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453147883-mazda-mazda-2-2016-_JM","Rojo",,"27000","Mazda","Mazda 2",,"DAT 907","2016",,,,,,,"Otro",,,"Sí",,,,"Automática",
579,"Mazda 2 2011","$ 30.000.000","2011","94.600 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453070117-mazda-mazda-2-2011-_JM","Plateado",,"94600","Mazda","Mazda 2",,"MOX546","2011",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
580,"Mazda 2 2008","$ 22.000.000","2008","99.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452647051-mazda-mazda-2-2008-_JM","Anaranjado",,"99000","Mazda","Mazda 2",,"czk240","2008",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
581,"Mazda 2 2016","$ 47.000.000","2016","28.000 Km","Boyaca","http://articulo.tucarro.com.co/MCO-453400791-mazda-2-skyactiv-grand-touring-mod2016-_JM","Rojo","Gasolina","28000","Mazda","Mazda 2","Sí","DAV982","2016","2016","Sí","Sí","Sí","Cuero",,"Asistida","No","1.5","No","No","MP3",,"Automática","Eléctricos"
582,"Mazda 2 2007","$ 28.500.000","2007","61.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453329421-mazda-mazda-2-2007-_JM","Gris",,"61000","Mazda","Mazda 2",,"KHK282","2007",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
583,"Mazda 2 Grand Touring Full","$ 52.900.000","2017","11.400 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453084463-mazda-2-grand-touring-full-_JM","Rojo","Gasolina","11400","Mazda","Mazda 2","Sí","JCP 956","2017","grand touring Full","Sí","Sí","Sí","Cuero",,"Hidráulica","No","1600","Sí","No",,,"Automática","Eléctricos"
584,"Mazda 2 2009","$ 25.490.000","2009","12.200 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453115758-mazda-mazda-2-2009-_JM","Negro",,"12200","Mazda","Mazda 2",,"MME412","2009",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
585,"Mazda 2 2013","$ 33.500","2013","70 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452419303-mazda-mazda-2-2013-_JM","Gris",,"70","Mazda","Mazda 2",,"mvu193","2013",,,,,,,"Hidráulica",,,"No",,,,"Automática",
586,"Mazda 2 1,5 Sport Modelo 2015","$ 36.000.000","2015","25.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453074080-mazda-2-15-sport-modelo-2015-_JM","Blanco","Gasolina","25000","Mazda","Mazda 2","Sí","UDX901","2015",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1.500","Sí","No","MP3",,"Mecánica","Eléctricos"
587,"Mazda 2 2012","$ 32.000.000","2012","56.550 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453676286-mazda-mazda-2-2012-_JM","Gris",,"56550","Mazda","Mazda 2",,"DWH 044","2012",,,,,,,"Mecánica",,,"Sí",,,,"Automática",
588,"Mazda 2 2013","$ 30.000.000","2013","64.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453562278-mazda-mazda-2-2013-_JM","Gris",,"64000","Mazda","Mazda 2",,"mtz 201","2013",,,,,,,"Mecánica",,,"Sí",,,,"Mecánica",
589,"Mazda 2","$ 31.500.000","2014","52.500 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453627326-mazda-mazda-2-_JM","Gris","Gasolina","52500","Mazda","Mazda 2","Sí","HSY 921","2014",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1499","Sí","No","MP3",,"Mecánica","Eléctricos"
590,"Mazda 2 2013","$ 33.000.000","2013","50.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453240235-mazda-mazda-2-2013-_JM","Gris",,"50000","Mazda","Mazda 2",,"hem078","2013",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
591,"Mazda 2 2013","$ 29.000.000","2013","46.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453240195-mazda-mazda-2-2013-_JM","Blanco",,"46000","Mazda","Mazda 2",,"NDS776","2013",,,,,,,"Mecánica",,,"Sí",,,,"Mecánica",
592,"Mazda 2 2009","$ 25.000.000","2009","117.600 Km","Risaralda","http://articulo.tucarro.com.co/MCO-453177749-mazda-mazda-2-2009-_JM","Negro",,"117600","Mazda","Mazda 2",,"PFN 240","2009",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
593,"Mazda 2","$ 25.800.000","2009","109.212 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453291057-mazda-2-_JM","Negro",,"109212","Mazda","Mazda 2",,"Dae","2009",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
594,"Mazda 2 Sedan Japones","$ 30.500.000","2012","61.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453388618-mazda-mazda-2-_JM","Blanco","Gasolina","61000","Mazda","Mazda 2","No","61","2012","SEDAN JAPONES",,"Sí",,"Tela",,"Hidráulica",,"MOTOR 1.500CM","Sí","No",,"4x2","Mecánica","Eléctricos"
595,"Mazda 2 Sedan 2011","$ 26.500.000","2011","78.000 Km","Atlántico","http://articulo.tucarro.com.co/MCO-453536106-mazda-2-sedan-2011-_JM","Gris","Gasolina","78000","Mazda","Mazda 2","No","5","2011",,"Sí","Sí","Sí","Tela",,"Asistida","No","1500","Sí","No","CD","4x2","Mecánica","Eléctricos"
596,"Mazda 2 1.5 2012 Aluminio Metálico Mecanico","$ 30.000.000","2012","70.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452800146-mazda-2-15-2012-aluminio-metalico-mecanico-_JM","Plateado",,"70000","Mazda","Mazda 2",,"RKP948","2012",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
597,"Mazda 2","$ 38.500.000","2015","18.700 Km","Caldas","http://articulo.tucarro.com.co/MCO-453264652-mazda-mazda-2-_JM","Rojo",,"18700","Mazda","Mazda 2",,"UGV 405","2015",,,,,,,"Asistida",,,"No",,,,"Mecánica",
598,"Mazda 2","$ 23.900.000","2009","111.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452569508-mazda-2-_JM","Gris",,"111000","Mazda","Mazda 2","No","FHE 491","2009",,,"Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No",,"4x2","Automática","Eléctricos"
599,"Mazda 2 2014","$ 34.000.000","2014","30.000 Km","Bolívar","http://articulo.tucarro.com.co/MCO-453498391-mazda-mazda-2-2014-_JM","Gris",,"30000","Mazda","Mazda 2",,"mur474","2014",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
600,"Mazda 2 2013","$ 31.000.000","2013","61.513 Km","Risaralda","http://articulo.tucarro.com.co/MCO-453602136-mazda-mazda-2-2013-_JM","Rojo",,"61513","Mazda","Mazda 2",,"MUT840","2013",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
601,"Mazda 2 Touring","$ 47.500.000","2017","8.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453479801-mazda-mazda-2-touring-_JM","Azul",,"8500","Mazda","Mazda 2","Sí","2","2017","Touring",,,,,,"Asistida",,,"No",,,,"Automática","Eléctricos"
602,"Mazda 2","$ 25.000.000","2010","93.336 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452464719-mazda-mazda-2-_JM","Blanco",,"93336","Mazda","Mazda 2",,"DDN419","2010",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
603,"Mazda 2","$ 35.350.000","2014","56.500 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453412096-mazda-2-_JM","Gris",,"56500","Mazda","Mazda 2",,"*****9","2014",,,,,,,"Otro",,,"Sí",,,,"Automática",
604,"Mazda 2","$ 33.000.000","2014","38.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452607860-mazda-mazda-2-_JM","Blanco",,"38000","Mazda","Mazda 2",,"HJN 291","2014",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
605,"Mazda 2","$ 32.500.000","2014","38.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452573913-mazda-mazda-2-_JM","Blanco","Gasolina","38000","Mazda","Mazda 2","Sí","HJN291","2014",,,"Sí","Sí","Cuero",,"Hidráulica","No",,"Sí",,,,"Mecánica","Eléctricos"
606,"Mazda 2","$ 30.500.000","2013","44.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453334773-mazda-mazda-2-_JM","Blanco","Gasolina","44000","Mazda","Mazda 2",,"mkw991","2013",,,"Sí","Sí","Cuero",,"Asistida","No","1500","Sí",,,,"Automática","Eléctricos"
607,"Mazda 2 Touring 2016","$ 46.000.000","2016","6.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453273984-mazda-mazda-2-_JM","Negro","Gasolina","6000","Mazda","Mazda 2","Sí","IXM611","2016","Touring 2016","Sí","Sí","Sí","Tela","4","Hidráulica","No","1.5","Sí","No","MP3","4x2","Mecánica","Eléctricos"
608,"Mazda 2 Gris","$ 30.500.000","2013","70.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453048520-mazda-2-gris-_JM","Gris","Gasolina","70000","Mazda","Mazda 2","Sí","8","2013",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1598","No","No",,"4x2","Mecánica","Eléctricos"
609,"Mazda 2 Hb - 2008","$ 22.500.000","2008","155.000 Km","Meta","http://articulo.tucarro.com.co/MCO-452271990-mazda-2-hb-2008-_JM","Negro","Gasolina","155000","Mazda","Mazda 2","No","6","2008",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí",,"MP3","4x2","Mecánica","Eléctricos"
610,"Mazda 2 Mazda 2","$ 31.000.000","2013","29.025 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452708155-mazda-mazda-2-_JM","Blanco","Gasolina","29025","Mazda","Mazda 2","No","N  550","2013","MAZDA 2","Sí","Sí","Sí","Tela","1500","Mecánica","No","1500","Sí","No",,"4x2","Mecánica","Eléctricos"
611,"Mazda 2 2015","$ 37.500.000","2015","40.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452697707-mazda-mazda-2-2015-_JM","Azul",,"40000","Mazda","Mazda 2",,"impar","2015",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
612,"Mazda 2 Hatchback","$ 29.900.000","2013","48.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453175453-mazda-mazda-2-hb-15-_JM","Azul","Gasolina","48000","Mazda","Mazda 2","No","MKX008","2013","HATCHBACK","Sí","Sí","Sí",,,"Asistida","No","1500","Sí","No","MP3","4x2","Mecánica",
613,"Mazda 2 Sport 1.5 Mt Grand Touring Blanco Ni...","$ 52.500.000","2017","9.750 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452254073-mazda-2-sport-15-mt-grand-touring-blanco-nieve-perlado-_JM","Blanco",,"9750","Mazda","Mazda 2",,"JCP800","2017",,,,,,,"Mecánica",,,"Sí",,,,"Mecánica",
614,"Mazda 2 Excelente Estado Papeles Al Día","$ 22.500.000","2010","95.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453413288-mazda-mazda-2-excelente-estado-papeles-al-dia-_JM","Beige",,"95000","Mazda","Mazda 2",,"PAR888","2010",,,,,,,"Mecánica",,,"Sí",,,,"Mecánica",
615,"Mazda 2","$ 31.500.000","2011","74.500 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452396597-mazda-mazda-2-_JM","Blanco",,"74500","Mazda","Mazda 2",,"#####","2011",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
616,"Mazda 2","$ 27.300.000","2010","84.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453146263-mazda-mazda-2-_JM","Blanco",,"84000","Mazda","Mazda 2",,"MOZ059","2010",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
617,"Mazda 2","$ 25.500.000","2010","33.502 Km","Cundinamarca","http://articulo.tucarro.com.co/MCO-453396103-mazda-mazda-2-_JM","Gris",,"33502","Mazda","Mazda 2","Sí","DDT901","2010",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No",,"No","No","CD","4x2","Automática","Eléctricos"
618,"Mazda 2 Modelo 2009 !!!buen Estado!!!!!!","$ 22.500.000","2009","196.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453554306-mazda-2-modelo-2009-buen-estado-_JM","Negro",,"196000","Mazda","Mazda 2",,"Fhk071","2009",,,,,,,"Otro",,,"Sí",,,,"Mecánica",
619,"Mazda 2 Mazda 2 Touring","$ 42.500.000","2016","17.600 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452620121-mazda-mazda-2-_JM","Rojo","Gasolina","17600","Mazda","Mazda 2","Sí","1","2016","Mazda 2 Touring","Sí","Sí","Sí","Tela","4","Asistida","No","1496","Sí","No",,"4x2","Mecánica","Eléctricos"
620,"Mazda 2 2011","$ 23.500.000","2011","116.000 Km","Santander","http://articulo.tucarro.com.co/MCO-452791376-mazda-mazda-2-2011-_JM","Negro",,"116000","Mazda","Mazda 2",,"KBL 628","2011",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
621,"Mazda 2 Sedan 1.5","$ 28.000.000","2011","73.000 Km","Tolima","http://articulo.tucarro.com.co/MCO-452294959-mazda-2-sedan-15-_JM","Otro",,"73000","Mazda","Mazda 2",,"RDW601","2011",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
622,"Mazda 2","$ 28.000.000","2012","60 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452874703-mazda-2-_JM","Gris",,"60","Mazda","Mazda 2",,"Msv 791","2012",,,,,,,"Hidráulica",,,"No",,,,"Automática",
623,"Mazda 2 2008","$ 25.000.000","2008","130 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-452851954-mazda-mazda-2-2008-_JM","Gris",,"130","Mazda","Mazda 2",,"428","2008",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
624,"Mazda 2","$ 24.800.000","2008","100.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452658130-mazda-mazda-2-_JM","Plateado",,"100000","Mazda","Mazda 2",,"Cyl542","2008",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
625,"Mazda 2 2016","$ 45.900.000","2016","25.000 Km","Tolima","http://articulo.tucarro.com.co/MCO-452284894-mazda-mazda-2-2016-_JM","Rojo",,"25000","Mazda","Mazda 2",,"IGX600","2016",,,,,,,"Asistida",,,"Sí",,,,"Automática",
626,"Mazda 2 Haxba","$ 27.500.000","2014","56 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453331057-mazda-mazda-2-_JM","Rojo","Gasolina","56","Mazda","Mazda 2","No","HSY 403","2014","HAXBA","Sí","Sí","No","Cuero","1500","Hidráulica","No","EXTANDAR","Sí","No","MP3",,"Mecánica","Eléctricos"
627,"Vendo Mazda 2 Super Bueno","$ 28.000.000","2011","80.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-452899512-vendo-mazda-2-super-bueno-_JM","Negro","Gasolina","80000","Mazda","Mazda 2","No","LTS400","2011",,"No","Sí","Sí","Cuero",,"Hidráulica","No",,"Sí","No","R/Rep.","4x2","Mecánica","Eléctricos"
628,"Mazda 2 2017","$ 53.000.000","2017","18.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453051562-mazda-mazda-2-2017-_JM","Blanco",,"18000","Mazda","Mazda 2",,"JBL474","2017",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
629,"Mazda 2 2017","$ 47.500.000","2017","8.200 Km","Caldas","http://articulo.tucarro.com.co/MCO-452462208-mazda-mazda-2-2017-_JM","Blanco",,"8200","Mazda","Mazda 2",,"UEW 535","2017",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
630,"Mazda 2 Turing","$ 46.700.000","2017","13.600 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453419692-mazda-2-skyactive-turing-_JM","Gris","Gasolina","13600","Mazda","Mazda 2","Sí","jct351","2017","turing","Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
