"Id","Titulo","Precio","Modelo_anyo","Kilometros","Ubicacion","URL","Color","Combustible","Recorrido","Marca","Modelo","Unico","Placa","Anyo","Version","FrenosABS","Aire","Airbag","Asientos","Cilindros","Direccion","Financiamiento","Motor","Negociable","MotorReparado","Sonido","Traccion","Transmision","Vidrios"
117,"Mazda 2 Hatch Back","$ 32.000.000","2013","40.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-449619712-mazda-mazda-2-hatch-back-_JM","Rojo","Gasolina","40000","Mazda","Mazda 2","Sí","NCR-709","2013","Hatch back","Sí","Sí","Sí","Tela","4","Asistida","No","1500","Sí","No","MP3",,"Mecánica","Eléctricos"
118,"Mazda 2 Hb Full Equipo","$ 24.800.000","2010","84.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451432076-mazda-2-hb-full-equipo-_JM","Azul","Gasolina","84000","Mazda","Mazda 2",,"DDE444","2010",,,"Sí","Sí","Cuero",,"Hidráulica","No",,"Sí","No",,,"Mecánica","Eléctricos"
119,"Mazda 2 Sedan At 1500cc","$ 30.900.000","2012","41.000 Km","Cundinamarca","http://articulo.tucarro.com.co/MCO-452025889-mazda-mazda-2-sedan-at-1500cc-_JM","Blanco","Gasolina","41000","Mazda","Mazda 2","Sí","NBV-519","2012","Sedan AT 1500cc","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
120,"Mazda 2 Hb","$ 24.000.000","2009","111.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-451473793-mazda-mazda-2-hb-_JM","Verde","Gasolina","111000","Mazda","Mazda 2","No","FHB-996","2009","HB","Sí","Sí","Sí","Tela","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
121,"Mazda 2 Mazda 2","$ 49.000.000","2017","11.200 Km","Risaralda","http://articulo.tucarro.com.co/MCO-452170166-mazda-mazda-2-mazda-2-_JM","Blanco","Gasolina","11200","Mazda","Mazda 2","Sí","MXT-195","2017","Mazda 2","Sí","Sí","Sí","Tela",,"Asistida","No","1500","Sí","No","MP3",,"Automática","Eléctricos"
122,"Mazda 2","$ 22.500.000","2009","139.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451857284-mazda-mazda-2-_JM","Verde","Gasolina","139000","Mazda","Mazda 2","No","GIY-219","2009",,,"Sí",,"Tela","4","Hidráulica",,"1500","Sí",,"CD",,"Mecánica","Eléctricos"
123,"Mazda 2","$ 31.000.000","2013","48.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451686125-mazda-mazda-2-_JM","Blanco","Gasolina","48000","Mazda","Mazda 2","Sí","QGC-611","2013",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1600","Sí","No","MP3","4x2","Automática","Eléctricos"
124,"Mazda 2 Mazda 2 Hb At","$ 30.300.000","2011","68.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-451856485-mazda-mazda-2-mazda-2-hb-at-_JM","Blanco","Gasolina","68000","Mazda","Mazda 2","No","RDT145","2011","MAZDA 2 HB AT","Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
125,"Mazda 2 Grand Touring","$ 56.800.000","2017","0 Km","Huila","http://articulo.tucarro.com.co/MCO-429544222-mazda-2-grand-touring-at-cuero-_JM","Rojo","Gasolina","0","Mazda","Mazda 2",,"***","2017","Grand touring","Sí","Sí","Sí","Cuero",,"Hidráulica","Sí","1500","No",,"MP3",,"Automática","Eléctricos"
126,"Mazda 2 Hb","$ 32.500.000","2013","62.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-451960863-mazda-mazda-2-hb-_JM","Negro","Gasolina","62000","Mazda","Mazda 2",,"KDM 731","2013","Hb","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
127,"Mazda 2 Hb","$ 29.800.000","2012","35.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452158430-mazda-mazda-2-hb-_JM","Gris","Gasolina","35000","Mazda","Mazda 2","Sí","RJT-861","2012","HB",,"Sí","Sí","Cuero",,"Hidráulica","No","1.5","Sí",,"CD",,"Mecánica","Eléctricos"
128,"Mazda 2","$ 32.900.000","2014","63.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453270539-mazda-mazda-2-_JM","Rojo","Gasolina","63000","Mazda","Mazda 2","No","HTO-558","2014",,"Sí","Sí","Sí","Tela",,"Asistida",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
129,"Mazda 2","$ 29.500.000","2012","73.400 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450409435-mazda-mazda-2-_JM","Rojo","Gasolina","73400","Mazda","Mazda 2","No","KIL-268","2012",,"Sí","Sí","Sí","Tela","4L","Hidráulica","No","1500","Sí","No","CD","4x2","Mecánica","Eléctricos"
130,"Mazda 2 Hb Mt 1500cc","$ 32.000.000","2013","46.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-449605216-mazda-mazda-2-hb-mt-1500cc-_JM","Rojo","Gasolina","46000","Mazda","Mazda 2",,"MIO-900","2013","HB MT 1500CC","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1480","Sí",,"MP3",,"Mecánica","Eléctricos"
131,"Mazda 2","$ 35.000.000","2015","43.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-451699811-mazda-mazda-2-_JM","Blanco","Gasolina","43000","Mazda","Mazda 2","Sí","UGP-079","2015",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
132,"Mazda 2","$ 27.000.000","2010","83.930 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-451596509-mazda-mazda-2-_JM","Blanco","Gasolina","83930","Mazda","Mazda 2",,"KDT-315","2010",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
133,"Mazda 2","$ 28.900.000","2011","46.883 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451767506-mazda-mazda-2-_JM","Negro","Gasolina","46883","Mazda","Mazda 2","No","RDM953","2011",,"Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","CD",,"Automática","Eléctricos"
134,"Mazda 2","$ 28.000.000","2012","62.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451805276-mazda-mazda-2-_JM","Azul","Gasolina","62500","Mazda","Mazda 2","Sí","RNX-610","2012",,"Sí","Sí","Sí","Cuero","4","Asistida","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
135,"Mazda 2 Mazda 2","$ 27.500.000","2012","55.500 Km","Magdalena","http://articulo.tucarro.com.co/MCO-450057929-mazda-mazda-2-mazda-2-_JM","Plateado","Gasolina","55500","Mazda","Mazda 2","Sí","KKM 555","2012","MAZDA 2","Sí","Sí","Sí","Tela","4","Asistida","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
136,"Mazda 2 Grand Touring","$ 51.500.000","2017","15.678 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452956843-mazda-2-grand-touring-_JM","Rojo","Gasolina","15678","Mazda","Mazda 2","Sí","IXR656","2017","GRAND TOURING","Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","Sí",,"MP3","4x2","Automática","Eléctricos"
137,"Mazda 2 Hb","$ 29.800.000","2011","68.400 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452172665-mazda-mazda-2-hb-_JM","Gris","Gasolina","68400","Mazda","Mazda 2","No","REZ-734","2011","HB","Sí","Sí","Sí","Cuero","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
138,"Mazda 2 Mazda 2 Sedan","$ 29.000.000","2011","47.500 Km","Boyaca","http://articulo.tucarro.com.co/MCO-452789741-mazda-mazda-2-mazda-2-sedan-_JM","Gris","Gasolina","47500","Mazda","Mazda 2","No","CWY207","2011","MAZDA 2 SEDAN","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500","Sí","No","MP3",,"Mecánica","Eléctricos"
139,"Mazda 2 Sport","$ 29.800.000","2012","32.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452380213-mazda-mazda-2-sport-_JM","Negro","Gasolina","32000","Mazda","Mazda 2","No","KLN-204","2012","Sport","No","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","CD","4x2","Automática","Eléctricos"
140,"Mazda 2 Sport","$ 34.500.000","2014","18.600 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452150465-mazda-mazda-2-sport-_JM","Blanco","Gasolina","18600","Mazda","Mazda 2","No","XXXXX3","2014","sport","Sí","Sí","Sí","Cuero",,"Asistida","No","1498","Sí","No","R/Rep.","4x2","Mecánica","Eléctricos"
141,"Mazda 215hab","$ 22.900.000","2008","87.850 Km","Cesar","http://articulo.tucarro.com.co/MCO-451765404-mazda-215hab-_JM","Negro","Gasolina","87850","Mazda","Mazda 2","No","CYS-730","2008",,"Sí","Sí","Sí","Tela","4","Asistida","No","1500","Sí","No","CD","4x2","Automática","Eléctricos"
142,"Mazda 2 Skyactiv","$ 49.500.000","2017","5.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450768880-mazda-mazda-2-skyactiv-_JM","Otro","Gasolina","5500","Mazda","Mazda 2","Sí","***-**2","2017","Skyactiv",,"Sí","Sí","Tela",,"Hidráulica","No","1500","Sí",,"MP3",,"Automática","Eléctricos"
143,"Mazda 2","$ 34.000.000","2014","31.111 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452839962-mazda-mazda-2-_JM","Blanco","Gasolina","31111","Mazda","Mazda 2","Sí","***-**5","2014",,,"Sí","Sí","Cuero",,"Hidráulica","No",,"Sí",,"CD",,"Automática","Eléctricos"
144,"Mazda 2 Touring","$ 50.000.000","2017","9.338 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-452309781-mazda-mazda-2-touring-_JM","Blanco","Gasolina","9338","Mazda","Mazda 2","Sí","JHX879","2017",,"Sí","Sí","Sí","Cuero",,"Asistida","No","1500","No",,"MP3","4x2","Automática","Eléctricos"
145,"Mazda 2 Touring Aut","$ 43.500.000","2016","42.000 Km","Tolima","http://articulo.tucarro.com.co/MCO-452208486-mazda-mazda-2-touring-aut-_JM","Rojo","Gasolina","42000","Mazda","Mazda 2","Sí","8","2016","Touring Aut","Sí","Sí","Sí","Cuero",,"Hidráulica","No",,"Sí",,"CD","4x2","Automática","Eléctricos"
146,"Mazda 2 Gran Touring","$ 48.000.000","2016","23.100 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451772837-mazda-mazda-2-gran-touring-_JM","Rojo","Gasolina","23100","Mazda","Mazda 2","Sí","***-**0","2016","Gran Touring","Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3",,"Automática","Eléctricos"
